LOVE the atmosphere - felt like I was in Paris.;ambience;positive
Great spot, whether looking for a couple of drinks or quiet dinner.;ambience;positive
Did I mention the wine?;food;neutral
it is not consistent.;anecdotes/miscellaneous;negative
The wine list is extensive and impressive.;food;positive
The atmosphere is great!!!;ambience;positive
A cool place to hang with your friends for a couple of healthy drinks and desserts.;food;positive
A cool place to hang with your friends for a couple of healthy drinks and desserts.;ambience;positive
sometimes i get good food and ok service.;food;positive
sometimes i get good food and ok service.;service;neutral
Warm and friendly in the winter and terrific outdoor seating in the warmer months.;ambience;positive
The food is great and they have a good selecion of wines at reasonable prices.;food;positive
The food is great and they have a good selecion of wines at reasonable prices.;price;positive
Chinese Desserts are known for healthful benefits in addition to the sweetness.;food;positive
By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.;food;positive
The problem is just that-it is a sometimes kind of affair.;anecdotes/miscellaneous;neutral
But, hey, there is anything better with a decent vegetarian selection in Astoria.;anecdotes/miscellaneous;neutral
Pick a bagel has the best bagels in the city.;food;positive
big and soft as well as good lunch food.;food;positive
They outshine HH.;anecdotes/miscellaneous;positive
So, again, give it a try.;anecdotes/miscellaneous;positive
I recommend ordering in on a weeknight.;anecdotes/miscellaneous;positive
They pray to their Food Gods to make them into a good pizza like VT's.;food;conflict
Some baby pizzas get their wish.;food;neutral
VT is what baby pizzas hope to be when they grow up.;anecdotes/miscellaneous;positive
Ive been to many Thai restaurants in Manhattan before, and Toons is by far the best Thai food Ive had (except for my mom's of course).;food;positive
We had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time.;service;positive
I have lived in NY for many years and have dined at many restaraunts.;anecdotes/miscellaneous;neutral
Service was on par but not wonderful.;service;conflict
20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.;anecdotes/miscellaneous;positive
20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.;ambience;positive
20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.;service;conflict
Having been a long time Ess-a-Bagel fan, I was surpised to find myself return time and time again to Murray's.;anecdotes/miscellaneous;positive
PERFECT FOR DATES!;ambience;positive
There was no ambiance.;ambience;negative
This is such a lovely, peaceful place to eat outside.;ambience;positive
The food is so cheap and the waiters are nice.;service;positive
The food is so cheap and the waiters are nice.;price;positive
Of course, it is crowded but who cares.;ambience;conflict
For the location, the prices are very reasonable.;price;positive
I visit New Green Bo when I have money or when I am broke.;price;neutral
I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.;food;positive
Definitely a once a year treat that I look forward to around the holidays!;anecdotes/miscellaneous;positive
I went there in late afternoon for some bite size food and refleshment with my date.;anecdotes/miscellaneous;neutral
The place was quiet and delightful.;ambience;positive
Service was good and food is wonderful.;food;positive
Service was good and food is wonderful.;service;positive
Sure, the setting is nice.;ambience;positive
It's convenient.;anecdotes/miscellaneous;positive
The price was extremely reasonable for the appetizers and food we ate.;price;positive
My suggestion is to eat family style because you'll want to try the other dishes.;food;neutral
It might have been a little too spicy for my friend, which you can couteract with eat more rice and keeping water on hand.;food;neutral
The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.;ambience;negative
Went there and had a combination of different seafood dishes and appetizers.;food;neutral
The food was spicy and delicious.;food;positive
I was with a party of 7 (close but not next the the front doors) and we were eating with our coats on.;ambience;negative
Too cold to enjoy.;ambience;negative
This place has the best Chinese style BBQ ribs in the city.;food;positive
Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.;food;positive
I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.;food;positive
This dish is my favorite and I always get it when I go there and never get tired of it.;food;positive
I don't like Indian food too much and this was delicious, however you want to factor that into the equation.;food;positive
I also recommend the rice dishes or the different varieties of congee (rice porridge).;food;positive
A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.;food;positive
If you like the food and the value you get from some of Chinatown restaurants, this is not the place for you.;anecdotes/miscellaneous;negative
Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.;food;conflict
Decor leaves something to be desired.;ambience;negative
Excellent dumplings served amid clean, chic decor.;food;positive
Excellent dumplings served amid clean, chic decor.;ambience;positive
We all felt it was worth it.;price;positive
The dim sum here is only so-so.;food;neutral
We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.;anecdotes/miscellaneous;positive
We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.;service;positive
Yes, the prices are high, but I felt it was worth it.;price;conflict
The meat dishes were only so-so.;food;neutral
Just bring someone who speaks Cantonese because waiter may not understand you.;service;negative
The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here).;food;negative
The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.;food;positive
I wish they would change back to what it was before.;anecdotes/miscellaneous;negative
The food is mostly made from scratch, fresh and well prepared.;food;positive
The bar has various selections and the mixed drink special is a catcher! 2 for 1's.;food;positive
You have to increase the service a lot.;service;negative
Your money could easily be better spent elsewhere (Anywhere).;anecdotes/miscellaneous;negative
I love this cozy around the way Rest.;ambience;positive
despite the untasteful previous review...;anecdotes/miscellaneous;neutral
It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.;food;negative
It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.;ambience;negative
Where Gabriela personaly greets you and recommends you what to eat.;service;positive
I often go there to eat with my family.;anecdotes/miscellaneous;neutral
I have been about 4 times and have always had a great meal.;food;positive
I think this is one of the more underrated places in the city.;anecdotes/miscellaneous;positive
Nice find.;anecdotes/miscellaneous;positive
In fact, you can't miss it.;anecdotes/miscellaneous;positive
They also do a great job for restaurant week.;anecdotes/miscellaneous;positive
I have NEVER been disappointed in the Red Eye.;anecdotes/miscellaneous;positive
They have a very diverse menu so its something for everybody.;food;positive
The steak is good, the fish is good and the sushi was surprisingly great.;food;positive
The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.;food;neutral
The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.;ambience;positive
The service is ok but could be better.;service;negative
If you want some roast duck, pork or chicken on rice with ginger, try them out!;food;positive
after dining at B.O.G over twenty times now, its official !;anecdotes/miscellaneous;neutral
They are located in the middle of Chinatown!;anecdotes/miscellaneous;neutral
not only does make the best pizza in NY , maybe anywhere.;food;positive
I only have friends.;anecdotes/miscellaneous;neutral
Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza!;food;positive
He always says, I don't have customers.;anecdotes/miscellaneous;neutral
Other than the crappy service from two individuals, it's great.;service;conflict
Good, fast service.;service;positive
Some of the workers ignore me and talk to the female customers, other times, they've skipped my order.;service;negative
I would highly recommend.;anecdotes/miscellaneous;positive
Food is great and inexpensive.;food;positive
Food is great and inexpensive.;price;positive
This place is always very crowded and popular.;ambience;positive
They are the best bagels I've had.;food;positive
Their whitefish salad is excellent--all whitefish with a little mayo.;food;positive
The food was authentic.;food;positive
Growing up in NY, I have eaten my share of bagels.;anecdotes/miscellaneous;neutral
Good drink.;food;positive
I have to say that if this what makes it easier to get a saet a lunch- I dont mind.;anecdotes/miscellaneous;neutral
The bagels are fabulous.;food;positive
I love this place.;anecdotes/miscellaneous;positive
It took them 25 minutes to bring our appetizer.;service;negative
It took them 15 minutes to put water in our glasses.;service;negative
Try the Times Square cocktail -- ginger lemonade with vodka (also available without vodka.);food;positive
Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.;food;positive
The bagels always warm, soft on the inside, crispy on the outside and enormous in size.;food;positive
at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous.;ambience;negative
And I would have to agree with the masses in terms of service - delivery is their Achilles' heel.;service;negative
The puke green walls leave a lot to be desired, but the food is very good.;food;positive
The puke green walls leave a lot to be desired, but the food is very good.;ambience;negative
Good food.;food;positive
Even though it is a little loud, you don't have to yell at each other to talk.;ambience;conflict
I do suggest to ask to be seated upstairs if you are looking to be a little cozy.;anecdotes/miscellaneous;neutral
I do suggest to ask to be seated upstairs if you are looking to be a little cozy.;ambience;positive
Try the cheesecake!;food;positive
If you're looking for a great meal at a decent price, go to Del Frisco's!;food;positive
If you're looking for a great meal at a decent price, go to Del Frisco's!;price;positive
Even though the restaurant was packed, we were seated promptly and even asked for a table upstairs with no problems.;service;positive
I went to Del Frisco's Friday night with my boyfriend for an 8:00 reservation.;anecdotes/miscellaneous;neutral
Bring your appetites.;anecdotes/miscellaneous;neutral
The service was excellent and the food was delicious.;food;positive
The service was excellent and the food was delicious.;service;positive
We did have to wait at the bar for approx.;service;negative
Now at the top of our list, Del Frisco's Steakhouse.;anecdotes/miscellaneous;positive
Unfortunately, the food is outstanding, but everything else about this restaurant is the pits.;food;positive
Unfortunately, the food is outstanding, but everything else about this restaurant is the pits.;anecdotes/miscellaneous;negative
The crispy chicken wasn't for us, though.;food;negative
Hopefully next time, I will save room for dessert.;food;neutral
It was huge, delicious, fresh, and will be the reason we return.;food;positive
But the main hit was the whole grilled fish.;food;positive
My wife and I also enjoyed the spinach, the Shanghai low mein, and other attractions.;food;positive
.the best I've found outside of the Chinatown masters.;food;positive
Even upon delivery, their juicy pork buns are quite good . .;food;positive
So I've never actually been to M proper, but I've had it delivered a few times.;anecdotes/miscellaneous;neutral
Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!;anecdotes/miscellaneous;positive
Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!;ambience;positive
Pricey, but worth a try, at least once.;price;negative
Pricey, but worth a try, at least once.;anecdotes/miscellaneous;positive
for out-of-towners who will get a big thrill out of the location!;anecdotes/miscellaneous;positive
It was a very nice surprise.;anecdotes/miscellaneous;positive
I really didn't know what to expect for a restaurant that literally overlooks the main hall of Grand Central.;anecdotes/miscellaneous;neutral
Also good for client lunch meetings, esp.;anecdotes/miscellaneous;positive
All the desserts the group tried got favorable reviews.;food;positive
The food is okay and the prices here are mediocre.;food;neutral
The food is okay and the prices here are mediocre.;price;neutral
Get the soup and a nosh (pastrami sandwich) for $8 and you're golden.;food;positive
Get the soup and a nosh (pastrami sandwich) for $8 and you're golden.;price;positive
Take a good sense of humor,an American express card with no limit, walk out with a lollipop,gift bag in hand and enough marketing materials for alain to to take the show on the road;price;negative
IT is the best deal in town for a Monday night dinner at a fine restaurant.;price;positive
They're also friendlier here, especially the owner, Kenny.;service;positive
The plain slice is great and if you get toppings, the whole slice is topped with them, not sparsely sprinkled on like some places.;food;positive
The ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's.;food;positive
Joe's Pizza used to have the best slice until this pizzeria opened up.;anecdotes/miscellaneous;positive
The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.;food;positive
I have tried the various slice joints around the village but this is by far the best one.;anecdotes/miscellaneous;positive
Bleecker St Pizza is the best!;anecdotes/miscellaneous;positive
Try it side by side and there's no comparison.;anecdotes/miscellaneous;positive
It was divine melts in your mouth.;food;positive
My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.;food;positive
I had Filet Mignon with garlic mash.;food;neutral
The staff offers impeccable service.;service;positive
I had Lobster Bisque it has 2 oz. of Maine Lobster in it.;food;positive
For some reason, all the seafood on the menu was unavailable except for the Salmon.;food;negative
We happened upon this place purely by accident and were pleased with the results.;anecdotes/miscellaneous;positive
Diner food at bistro prices is a bummer....;price;negative
Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.;service;positive
Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.;ambience;positive
Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.;price;negative
Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.;food;negative
Yeah the crowd can take it a bit seriously, but it shouldn't.;anecdotes/miscellaneous;neutral
Has the chef and owner changed???;service;neutral
The waiters were not attentive except that the bill turned up on the table before we were finished.;service;negative
The food was so-so.;food;neutral
I recommend it!;anecdotes/miscellaneous;positive
Everything is for sale in here including the sculptured iron statue on the table.;anecdotes/miscellaneous;neutral
I love going there!;anecdotes/miscellaneous;positive
The food was just OK, I would never go back.;food;neutral
The food was just OK, I would never go back.;anecdotes/miscellaneous;negative
Something about them being busy with holiday party's.;anecdotes/miscellaneous;negative
great place to go for a drink too because they have 100 kinds of beer.;food;positive
Spice is sleek, modern and cool with a menu that will not hurt your wallet.;ambience;positive
Spice is sleek, modern and cool with a menu that will not hurt your wallet.;price;positive
The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.;food;negative
I have been going there since it opened and I can't get enough.;anecdotes/miscellaneous;positive
We had a great tiem watching the shows and characters and ar food was just what we were looking for.;food;positive
We had a great tiem watching the shows and characters and ar food was just what we were looking for.;ambience;positive
Try everything for that matter, it is all good.;food;positive
I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt).;food;positive
The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.;food;neutral
I will have to say, this Bengali Fast Food joint is clearly my favorite.;anecdotes/miscellaneous;positive
Avoid this place!;anecdotes/miscellaneous;negative
yourself a favor and have dinner here and see if you dont agree with me.;anecdotes/miscellaneous;positive
It's only $1.95 for a regular slice and $4.00 for a slice with a mushroom, not mushrooms.;price;positive
wow! how have i missed this one ,tried Long Tan last week for the first time and now know what the NY TIMES and many more in the neighborhood already knew.;anecdotes/miscellaneous;positive
If you'd like to have a nice light meal with an asian accent, Long Tan is a good place on the slope.;food;positive
Somewhat pricey but what the heck.;price;negative
I am going to the mid town location next.;anecdotes/miscellaneous;neutral
This is the pinnacle of Indian Fast Food (all fast foods in my opinion).;food;positive
A great way to make some money is to buy a case of snapple from Costco and sell it right outside for only $2.50.;anecdotes/miscellaneous;neutral
But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.;food;negative
Very affordable and excellent ambient!;ambience;positive
Very affordable and excellent ambient!;price;positive
The food was pretty tradional but it was hot and good with large portions.;food;positive
Too bad the food wasn't of the same heritage.;food;negative
Oh, don't even let me start with how expensive the bills were!;price;negative
we decided to eat in tea room which was small and cute.;ambience;positive
if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).;food;positive
We were treated with attitude ever since the moment we stepped into the restaurant!;service;negative
uni from maine vs california, sea vs freshwater eel) to get a good taste comparison.;anecdotes/miscellaneous;neutral
I would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!;food;negative
I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!;anecdotes/miscellaneous;negative
I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!;food;negative
Our first greeting when we entered was The last call is at 10:15.;service;negative
After we got our sashimi order, I could not believe how small the portions were!;food;negative
Great selection of wine, and seafood.;food;positive
A very inviting restaurant, with friendly service.;service;positive
A very inviting restaurant, with friendly service.;ambience;positive
I look forward to eating here again;anecdotes/miscellaneous;positive
The service was bad, the food took to forever to come, we sat on the upper level.;service;negative
You order from a menu, so you leave feeling like you missed the full experience.;anecdotes/miscellaneous;negative
They don't walk around with the trays of Dim Sum.;ambience;positive
I've been to several places for Dim Sum and this has got to be the WORST.;food;negative
I've been to several places for Dim Sum and this has got to be the WORST.;anecdotes/miscellaneous;negative
Told us to sit anywhere, and when we sat he said the table was reserved.;service;negative
Definitely worth the trip to Battery Park City!;anecdotes/miscellaneous;positive
Wonderful strawberry daiquiries as well!;food;positive
Stepped on my foot on the SECOND time he reached over me to adjust lighting.;service;negative
This is a great place to take out-of-towners, and perfect for watching the sunset.;anecdotes/miscellaneous;positive
This is a great place to take out-of-towners, and perfect for watching the sunset.;ambience;positive
The food is good, especially their more basic dishes, and the drinks are delicious.;food;positive
Its located in greenewich village.;anecdotes/miscellaneous;neutral
you can actually get 2 salads worth if u take it home and add it to some lettuce!;food;negative
The entertainment was great they have shows that go on through out the dinner.;ambience;positive
The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.;food;positive
After really enjoying ourselves at the bar we sat down at a table and had dinner.;anecdotes/miscellaneous;positive
We were walking around the village and went into this place just for some drinks.;anecdotes/miscellaneous;neutral
We had a great time at the Jekyll and hyde Pub last night.;anecdotes/miscellaneous;positive
You will not be disapointed at all.;anecdotes/miscellaneous;positive
The place's decor and hidden bathrooms made for a good laugh.;ambience;positive
The server was really cool and served us our food and drinks with a smile.;service;positive
I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!;service;negative
The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.;food;conflict
Stick to the gulab jamun.;food;positive
This is probably one of my new favorite places.;anecdotes/miscellaneous;positive
Having not been home in the last 2 years may skew this reviewer a bit, but the food was tasty and spicy sans the oil that comes floating along at similar venues.;food;positive
My wife and I ate here earlier this week and have not stopped ranting and raving about the food.;food;positive
My wife and I ate here earlier this week and have not stopped ranting and raving about the food.;anecdotes/miscellaneous;positive
If you like spicy food get the chicken vindaloo.;food;positive
While I quite liked the food and the ambience, I'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window.;food;conflict
While I quite liked the food and the ambience, I'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window.;ambience;conflict
Will go back but only sate those homesick stomach cravings!;anecdotes/miscellaneous;positive
It's very spicy but not offensive.;food;neutral
We will definitely go back.;anecdotes/miscellaneous;positive
It was wonderful.;anecdotes/miscellaneous;positive
It is sometimes a little cramped, and can get a little warm, but hello, it's NYC!;ambience;conflict
I've been frequenting The Tasting Room since it first arrived in the East Village and I've never been disappointed.;anecdotes/miscellaneous;positive
My friends and I showed up on a Sat.;anecdotes/miscellaneous;neutral
The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.;service;negative
night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.;service;positive
Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.;service;positive
Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.;ambience;negative
Again, the waitress was awesome.;service;positive
If you have a dumpling fetish i suggest you try some here!;food;positive
Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record.;anecdotes/miscellaneous;negative
I care more about the food and ambience.;food;neutral
I care more about the food and ambience.;ambience;neutral
The service is ok, some of the people didn't get what they asked for.;service;conflict
Everything is excellent, the menu is quite extensive, and you eat with a view on both sides of the city.;food;positive
Everything is excellent, the menu is quite extensive, and you eat with a view on both sides of the city.;ambience;positive
Plus they made a perfect martini.;food;positive
I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.;food;positive
Anyway, the food is good, the price is right and they have a decent wine list.;food;positive
Anyway, the food is good, the price is right and they have a decent wine list.;price;positive
Just an odd group.;anecdotes/miscellaneous;neutral
So, if yo really don't care who is sittingnext to you, which is about 2 inches away, I would say try it.;ambience;conflict
The waitstaff are all very busy, it's not outstanding service, but I've never been dealt with rudely.;service;conflict
Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.;ambience;conflict
Metrazur has a beautiful spot overlooking the main terminal.;ambience;positive
Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).;ambience;positive
The specials are usually quite good too.;food;positive
We had a good time.;anecdotes/miscellaneous;positive
I must say it's a little pricey for the food because it was not as spectacular as the view.;price;negative
And forget what you read under me, the atmosphere isn't that bad either.;ambience;neutral
I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.;ambience;positive
I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.;service;positive
Why do people rave about the ambience.;ambience;negative
This little place definitely exceeded my expectations and you sure get a lot of food for your money.;price;positive
This little place definitely exceeded my expectations and you sure get a lot of food for your money.;ambience;conflict
I recently tried Suan and I thought that it was great.;anecdotes/miscellaneous;positive
The food however, is what one might expect.;food;neutral
A bit breezy up there on the mezzanine from the wind coming from the tracks.;anecdotes/miscellaneous;neutral
A bit breezy up there on the mezzanine from the wind coming from the tracks.;ambience;negative
What I didn't like was how the food came right after it was ordered.;food;negative
Definitely not worth the price!;price;negative
It is LOUD, HOT and DARK.;ambience;negative
As a fan of Thai, I have tried quite a few different restaurants in NYC and this one was definitely the worst.;anecdotes/miscellaneous;negative
Don't go.;anecdotes/miscellaneous;negative
It just wasn't Thai.;anecdotes/miscellaneous;negative
This place must have cost the owners afortune to build.;anecdotes/miscellaneous;negative
It was like the servers forgot that they actually worked there and instead wanted to hang out and be cool.;service;negative
One less manhattanite the better.;anecdotes/miscellaneous;neutral
Not enough wines by the glass either.;food;negative
Pizza was a little soggy.;food;negative
Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).;anecdotes/miscellaneous;neutral
Was surprisingly disappointed.;anecdotes/miscellaneous;negative
Pizza is terrific, as is homemade pasta.;food;positive
Ambience is delightful, service impeccable.;service;positive
Ambience is delightful, service impeccable.;ambience;positive
We have lived in Chelsea for two years and have never noticed this restaurant.;anecdotes/miscellaneous;neutral
The food is authentic Italian - delicious!;food;positive
Stick to dimsum, not super overpriced noodles.;food;negative
Stick to dimsum, not super overpriced noodles.;price;negative
Tasty but expensive.;food;positive
Tasty but expensive.;price;negative
Usually 3 vs. 4 items per dish.;food;neutral
Very different than regular dimsum places.;anecdotes/miscellaneous;neutral
We ate out in the back patio, which is worth it as it's cool and the music is hear well there.;ambience;positive
I got the $10 10-piece dim sum combo, every bite of which was great.;price;positive
I got the $10 10-piece dim sum combo, every bite of which was great.;food;positive
I won't go back unless someone else is footing the bill.;price;negative
Not worth it.;anecdotes/miscellaneous;negative
I found the food to be outstanding, particulary the salmon dish I had.;food;positive
I also ordered the Change Mojito, which was out of this world.;food;positive
When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.;service;negative
Okay service.;service;neutral
Avoid at all costs.;anecdotes/miscellaneous;negative
My friends and I were on vacation in NY and was referred to Chance by a friend.;anecdotes/miscellaneous;neutral
Unless you are eating in the Pizzeria side of this place, and are not in a rush, this place is a bad idea.;anecdotes/miscellaneous;negative
i dont how this place is still running.;anecdotes/miscellaneous;negative
Deliveries often take up to an hour and the prices are higher than most other pizzerias in the area.;service;negative
Deliveries often take up to an hour and the prices are higher than most other pizzerias in the area.;price;negative
The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.;food;negative
The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.;service;negative
The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.;ambience;positive
this place is amazingly bad.;anecdotes/miscellaneous;negative
Well, their deliveries take for ever and the food is usually cold.;food;negative
Well, their deliveries take for ever and the food is usually cold.;service;negative
like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.;food;negative
like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.;service;negative
As for the bar, this is another bad idea.;food;negative
The desserts are more appealing then stuffy overpriced French restaurants.;food;positive
The food is fresh, delicious, and reasonably priced.;food;positive
The food is fresh, delicious, and reasonably priced.;price;positive
Big and gawky on the outside.;ambience;negative
Maybe tomorrow ;-);anecdotes/miscellaneous;neutral
Go inside and you won't want to leave.;anecdotes/miscellaneous;positive
Tends to turn people away.;anecdotes/miscellaneous;negative
Service here was great, food was fantastic.;food;positive
Service here was great, food was fantastic.;service;positive
I went here with a friend on a whim, we went someplace else first and couldn't get a table.;anecdotes/miscellaneous;neutral
I went here with a friend on a whim, we went someplace else first and couldn't get a table.;service;negative
Will absolutely visit again.;anecdotes/miscellaneous;positive
Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.;food;conflict
He can't help, they're bought up so fast.;anecdotes/miscellaneous;neutral
He not only makes his own homemade mozzarella, but every pie is ultra fresh.;food;positive
Rosario's is without a doubt one of the greatest pizzerias in existence.;anecdotes/miscellaneous;positive
It's to die for!;anecdotes/miscellaneous;positive
He takes real pride in his food and his business.;service;positive
He takes real pride in his food and his business.;food;positive
Sure, everyone's got their favorite, but to know Sal, is to know New York.;anecdotes/miscellaneous;neutral
I stumbled upon this great pizzeria as I explored my new neighborhood.;anecdotes/miscellaneous;positive
Don't judge this place prima facie, you have to try it to believe it, a home away from home for the literate heart.;anecdotes/miscellaneous;positive
I highly recommend the Sophia pizza.;anecdotes/miscellaneous;positive
All of the pizzas are terrific and the price is even better!;food;positive
All of the pizzas are terrific and the price is even better!;price;positive
However, their popularity has yet to slow down, and I still find myself drawn to their ambiance and delectable reputation.;anecdotes/miscellaneous;positive
However, their popularity has yet to slow down, and I still find myself drawn to their ambiance and delectable reputation.;ambience;positive
My co-workers had to wait almost an hour for delivery, only to discover that what they got was not what they ordered.;service;negative
An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.;food;negative
An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.;anecdotes/miscellaneous;positive
Hurley's is terrific!;anecdotes/miscellaneous;positive
You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and drinks in a beautiful setting.;food;positive
You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and drinks in a beautiful setting.;ambience;positive
You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and drinks in a beautiful setting.;price;positive
The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.;food;conflict
Try the crunchy tuna, it is to die for.;food;positive
Hurley's is like Cheers where everyone knows your name and they are ACTUALLY glad you came.;service;positive
The food was good.;food;positive
The place was nice and calm.;ambience;positive
but the service was a bit slow.;service;negative
This was a great surprise.;anecdotes/miscellaneous;positive
With the theater 2 blocks away we had a delicious meal in a beautiful room.;food;positive
With the theater 2 blocks away we had a delicious meal in a beautiful room.;ambience;positive
The service was attentive.;service;positive
Good food.;food;positive
Ok, so the servers wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention.;service;conflict
She gets 10 for her excellent service and advice.;service;positive
We just ate at Kai and were disapointed.;anecdotes/miscellaneous;negative
Most people eat there seem to be typical Upper East Side snobs, so be aware.;ambience;negative
Less = More in their case.;anecdotes/miscellaneous;positive
Sake collection was excellent (Try Nanbu Bijin), but pricy.;food;positive
Sake collection was excellent (Try Nanbu Bijin), but pricy.;price;negative
Not too crazy about their sake martini.;food;negative
Went to Village last night for my birthday.;anecdotes/miscellaneous;neutral
We picked it randomly, without a recommendation from someone who has been there, so we weren't sure what to expect.;anecdotes/miscellaneous;neutral
We were very pleasantly surprised.;anecdotes/miscellaneous;positive
The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.;food;positive
The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.;service;positive
The food was not very tasty, the portioins were tiny even for such a high quality restaurant.;food;negative
And the prices were way to high for what you get.;price;negative
You can barely see who you are with never mind have a conversation.;ambience;negative
It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.;service;negative
I HATE HATE HATE this place.;anecdotes/miscellaneous;negative
Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.;ambience;positive
Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.;food;positive
